vehicle_model,fuel_type,transmission_type,country,maximum_power(hp),maximum_torque(N/m),maximum_speed(km/h),vehicle_acceleration(0-100 km/h in seconds),vehicle_mileage(mpg),vehicle_sprung_mass(kg),steering_radius(m),axle_type(driven/dead),tyre_brand,tyre_size,tread_material,tread_pattern,tyre_camber_angle(degree),standard_tread_depth(mm),retreaded,road_condition,weather_condition,expected_tyre_life(km),kilometers_driven(km),remaining_useful_life(km),current_tread_depth(mm)
SUV,Hybrid,Manual,India,389,582,253,8.89,42.19,2457,4.99,driven,Continental,195/65R15,Dual Compound,Symmetric,2.1,8.0,Yes,Off-road,Dry,52720.5,19562.4,20667.3,5.5
Hatchback,Petrol,Automatic,USA,298,444,186,5.91,25.41,1043,5.93,dead,Michelin,245/40R18,Silica Compound,Directional,1.67,8.5,No,Off-road,Cold,53628.7,38730.9,9285.7,3.58
Truck,Diesel,Automatic,India,427,187,197,4.16,34.02,1885,5.54,driven,Bridgestone,245/40R18,Silica Compound,Asymmetric,2.11,8.5,No,Smooth,Dry,58603.1,15188.7,27060.0,6.5
Sedan,Hybrid,Manual,Japan,375,147,272,8.18,26.98,1943,5.87,dead,Michelin,195/65R15,Carbon Black,Symmetric,-1.37,8.5,No,Off-road,Rainy,58453.6,3336.1,34354.5,8.03
Sedan,Petrol,Automatic,Germany,113,556,260,4.86,27.93,1982,5.04,driven,Bridgestone,225/65R17,Carbon Black,Directional,0.56,7.5,No,Rough,Dry,51767.9,2870.1,30477.8,7.11
Truck,Diesel,Manual,India,431,235,257,4.94,25.42,1261,5.7,driven,Pirelli,245/40R18,Dual Compound,Symmetric,-1.3,8.5,Yes,Smooth,Rainy,65886.3,745.4,40602.0,8.35
Truck,Electric,Manual,Japan,158,170,144,6.67,45.11,1727,5.39,driven,Pirelli,225/65R17,Carbon Black,Symmetric,-2.35,8.0,No,Smooth,Humid,59543.8,2264.2,35702.1,7.7
Truck,Diesel,Automatic,Germany,315,300,235,10.3,29.63,1632,5.69,driven,Goodyear,225/65R17,Silica Compound,Asymmetric,1.11,8.5,No,Off-road,Humid,66697.4,57270.4,5875.8,2.61
Sedan,Hybrid,Automatic,India,352,379,160,9.3,44.05,1151,5.08,dead,Goodyear,195/65R15,Silica Compound,Directional,-2.14,8.5,No,Off-road,Rainy,67394.6,46990.4,12717.8,3.68
Sedan,Electric,Automatic,USA,240,198,267,4.69,33.24,1212,5.93,dead,Goodyear,245/40R18,Carbon Black,Symmetric,1.01,7.5,No,Smooth,Rainy,45019.4,44836.2,114.2,1.67
Truck,Petrol,Automatic,USA,254,392,263,13.68,36.89,2015,6.11,driven,Goodyear,205/55R16,Carbon Black,Asymmetric,0.89,8.5,No,Smooth,Rainy,60416.9,1227.2,36892.6,8.3
Coupe,Electric,Manual,USA,445,227,160,12.87,36.73,2257,5.02,dead,Continental,195/65R15,Dual Compound,Asymmetric,1.86,8.0,Yes,Smooth,Dry,49525.4,42047.1,4661.2,2.3
Coupe,Petrol,Manual,Japan,387,570,193,6.59,54.03,1862,5.1,dead,Goodyear,195/65R15,Carbon Black,Symmetric,-2.16,8.0,No,Off-road,Rainy,65092.9,45308.3,12331.6,3.38
SUV,Petrol,Automatic,USA,300,193,277,5.22,29.68,1622,5.82,dead,Goodyear,205/55R16,Dual Compound,Symmetric,1.7,8.5,No,Smooth,Cold,61985.5,39692.0,13895.5,4.21
Hatchback,Diesel,Automatic,UK,88,294,243,13.42,23.31,1360,5.89,dead,Goodyear,245/40R18,Carbon Black,Directional,3.0,8.0,No,Rough,Rainy,45962.4,16387.1,18434.2,5.76
Coupe,Diesel,Manual,Germany,368,303,250,8.61,51.47,1319,5.91,dead,Bridgestone,225/65R17,Carbon Black,Directional,2.11,8.0,No,Rough,Humid,68161.9,25678.5,26479.7,5.54
Sedan,Diesel,Manual,Japan,192,142,255,7.11,21.99,1221,5.87,dead,Goodyear,225/65R17,Carbon Black,Symmetric,1.51,8.5,Yes,Off-road,Rainy,60504.4,51160.1,5824.2,2.61
Coupe,Hybrid,Manual,USA,284,393,196,8.9,48.38,1209,5.29,dead,Michelin,225/65R17,Carbon Black,Symmetric,0.97,8.0,Yes,Smooth,Humid,68459.0,48844.4,12225.7,3.5
SUV,Hybrid,Manual,Germany,265,248,267,11.73,21.01,2419,5.29,driven,Goodyear,245/40R18,Silica Compound,Asymmetric,-0.47,8.0,No,Smooth,Humid,46057.3,30873.0,9464.3,3.55
SUV,Diesel,Automatic,India,420,410,259,5.68,41.35,1930,5.01,dead,Goodyear,195/65R15,Silica Compound,Directional,1.38,8.5,No,Rough,Dry,66091.2,2025.6,39931.7,8.33
Hatchback,Hybrid,Manual,USA,276,439,209,11.67,21.02,1488,4.81,driven,Continental,195/65R15,Silica Compound,Symmetric,1.35,7.5,No,Smooth,Rainy,60042.2,11067.0,30526.0,6.35
Coupe,Electric,Manual,Germany,345,305,234,11.49,51.92,1600,5.89,driven,Goodyear,195/65R15,Carbon Black,Symmetric,0.79,7.5,No,Off-road,Humid,56568.6,54454.3,1317.8,1.77
Sedan,Electric,Automatic,UK,341,598,238,9.39,37.6,1773,4.69,driven,Bridgestone,195/65R15,Dual Compound,Directional,1.78,8.5,No,Off-road,Cold,64615.4,29359.4,21974.9,5.36
Sedan,Hybrid,Manual,India,327,178,181,12.66,28.17,1877,6.38,dead,Pirelli,195/65R15,Carbon Black,Symmetric,-0.31,7.5,No,Off-road,Rainy,58985.9,46091.2,8037.2,2.96
Truck,Hybrid,Manual,UK,194,120,209,5.32,20.61,2487,6.15,dead,Goodyear,205/55R16,Silica Compound,Asymmetric,-2.27,7.5,No,Smooth,Rainy,60088.0,23393.8,22871.3,4.98
Sedan,Electric,Automatic,Germany,200,250,141,9.95,29.85,1699,6.22,driven,Goodyear,225/65R17,Dual Compound,Asymmetric,0.35,7.5,No,Smooth,Humid,47610.1,36389.5,6993.8,2.97
Hatchback,Petrol,Automatic,UK,220,186,248,8.49,43.2,1451,6.31,driven,Goodyear,225/65R17,Dual Compound,Symmetric,-1.41,7.5,Yes,Rough,Dry,64511.6,7690.6,35416.3,6.75
Hatchback,Electric,Automatic,Germany,144,412,204,8.22,30.4,1412,5.32,dead,Continental,245/40R18,Silica Compound,Directional,-0.69,8.5,No,Rough,Dry,59509.1,2507.0,35529.1,8.14
Sedan,Electric,Manual,Germany,355,586,209,6.53,24.84,1475,6.19,dead,Pirelli,205/55R16,Carbon Black,Asymmetric,-2.9,7.5,No,Off-road,Rainy,65331.7,30456.1,21737.8,4.83
Sedan,Hybrid,Manual,UK,392,404,208,7.72,38.1,1255,4.82,dead,Continental,195/65R15,Dual Compound,Directional,-0.7,7.5,No,Smooth,Rainy,50545.8,29905.2,12865.2,3.85
Truck,Electric,Automatic,Germany,318,208,260,5.08,31.71,2173,4.54,driven,Continental,195/65R15,Dual Compound,Directional,1.85,8.5,No,Smooth,Dry,49951.3,16169.3,21056.1,6.32
Sedan,Hybrid,Automatic,USA,381,536,248,6.52,21.63,1126,6.07,driven,Continental,195/65R15,Silica Compound,Directional,0.26,8.5,No,Off-road,Dry,40717.1,29153.6,7207.4,3.64
Truck,Hybrid,Manual,Germany,89,219,199,6.72,21.16,1391,4.65,dead,Bridgestone,205/55R16,Dual Compound,Asymmetric,-2.94,7.5,No,Off-road,Cold,63058.2,31265.5,19816.2,4.4
Truck,Diesel,Automatic,Japan,448,308,232,11.21,43.3,1479,6.48,dead,Pirelli,245/40R18,Dual Compound,Asymmetric,-0.18,8.0,No,Rough,Rainy,49909.4,46331.8,2229.9,2.14
Sedan,Electric,Automatic,Germany,312,596,151,4.49,53.99,1992,5.85,driven,Bridgestone,205/55R16,Dual Compound,Symmetric,-1.25,8.5,No,Rough,Rainy,49816.4,4233.9,28411.3,8.12
SUV,Petrol,Automatic,Japan,274,497,242,10.51,24.32,2420,6.01,dead,Bridgestone,245/40R18,Carbon Black,Directional,-0.13,8.5,No,Off-road,Rainy,60660.5,4038.1,35292.5,8.21
SUV,Diesel,Manual,Germany,91,465,251,6.21,45.93,1922,4.99,dead,Pirelli,225/65R17,Carbon Black,Asymmetric,-0.57,7.5,No,Smooth,Dry,47586.1,43071.2,2814.1,2.11
Truck,Hybrid,Manual,Germany,256,507,204,4.82,18.5,1401,5.85,driven,Bridgestone,245/40R18,Silica Compound,Asymmetric,2.59,8.0,No,Rough,Humid,67270.6,45011.2,13874.2,3.69
Sedan,Hybrid,Manual,UK,256,360,187,7.01,30.26,1273,4.59,driven,Pirelli,225/65R17,Carbon Black,Symmetric,-2.75,8.5,No,Off-road,Cold,56142.0,37677.9,11508.6,4.02
SUV,Petrol,Manual,USA,296,389,227,6.24,35.27,1844,6.18,driven,Goodyear,245/40R18,Dual Compound,Asymmetric,1.1,8.5,No,Smooth,Dry,69084.3,1903.6,41873.4,8.41
Sedan,Hybrid,Manual,USA,90,338,201,9.52,25.75,1138,4.84,driven,Continental,225/65R17,Carbon Black,Asymmetric,2.11,8.5,No,Off-road,Dry,42300.1,39663.7,1643.2,2.13
Sedan,Electric,Manual,India,197,536,183,7.57,36.18,1102,5.89,dead,Bridgestone,225/65R17,Dual Compound,Asymmetric,2.76,8.0,No,Smooth,Cold,50104.8,38672.1,7125.9,2.82
Sedan,Diesel,Automatic,UK,243,525,275,13.66,50.3,2265,4.95,driven,Pirelli,195/65R15,Dual Compound,Symmetric,-1.93,8.5,No,Rough,Rainy,51444.1,39319.5,7557.2,3.15
Coupe,Hybrid,Manual,UK,118,295,194,13.64,52.78,2140,4.64,dead,Michelin,245/40R18,Carbon Black,Symmetric,0.19,8.5,No,Smooth,Humid,61912.6,56460.0,3398.6,2.34
Sedan,Hybrid,Manual,USA,132,506,247,8.44,19.02,2237,5.46,dead,Bridgestone,195/65R15,Carbon Black,Directional,-2.74,8.0,No,Smooth,Cold,46388.9,26819.9,12197.3,4.33
Coupe,Petrol,Automatic,UK,297,590,186,11.95,25.87,1483,4.84,dead,Bridgestone,225/65R17,Carbon Black,Asymmetric,-0.0,8.5,No,Off-road,Humid,51260.4,20230.7,19340.6,5.77
Truck,Electric,Manual,USA,285,460,141,4.13,54.17,1528,5.96,driven,Pirelli,195/65R15,Carbon Black,Symmetric,-2.25,8.0,No,Smooth,Rainy,67319.3,32359.0,21790.6,4.95
SUV,Hybrid,Manual,UK,391,352,252,9.48,25.82,1223,4.98,driven,Michelin,205/55R16,Silica Compound,Symmetric,2.03,8.0,No,Rough,Humid,43436.5,33760.6,6030.9,2.88
SUV,Petrol,Automatic,Germany,439,270,150,11.43,42.71,2293,5.18,dead,Michelin,195/65R15,Carbon Black,Symmetric,-2.32,8.0,No,Off-road,Rainy,62359.7,47937.8,8989.1,3.06
SUV,Hybrid,Automatic,USA,135,571,277,6.17,25.14,2157,5.63,dead,Goodyear,245/40R18,Silica Compound,Directional,0.08,7.5,No,Off-road,Dry,61074.6,37230.2,14862.0,3.81
SUV,Petrol,Automatic,USA,197,396,251,4.61,29.25,1113,5.07,driven,Bridgestone,195/65R15,Dual Compound,Directional,0.13,8.5,No,Off-road,Rainy,43915.2,9577.0,21402.8,6.82
SUV,Petrol,Manual,Japan,332,348,229,5.56,22.65,2464,5.26,dead,Continental,205/55R16,Silica Compound,Directional,2.83,8.5,No,Off-road,Cold,60654.7,49669.2,6847.2,2.94
SUV,Electric,Automatic,UK,365,290,194,8.42,49.25,1643,6.13,dead,Bridgestone,195/65R15,Dual Compound,Directional,0.93,8.5,No,Off-road,Cold,57093.5,36953.3,12553.3,3.95
SUV,Hybrid,Manual,UK,347,342,156,9.06,50.31,1650,4.86,dead,Continental,225/65R17,Silica Compound,Directional,-1.27,8.0,No,Off-road,Rainy,48625.7,10759.0,23602.1,6.67
Truck,Electric,Manual,USA,370,332,207,7.81,26.88,2388,4.66,dead,Continental,225/65R17,Silica Compound,Asymmetric,-1.56,7.5,No,Off-road,Rainy,49334.2,23712.2,15970.1,4.65
Sedan,Petrol,Manual,Germany,412,401,272,8.4,47.94,2255,5.16,dead,Pirelli,225/65R17,Dual Compound,Asymmetric,-2.23,8.0,No,Rough,Dry,64989.8,64808.2,113.2,1.55
Hatchback,Diesel,Manual,Germany,259,160,191,8.7,29.33,1457,5.35,dead,Bridgestone,245/40R18,Silica Compound,Symmetric,1.54,8.5,No,Rough,Dry,46930.4,15411.0,19645.9,6.17
Coupe,Hybrid,Automatic,Germany,437,241,277,11.69,18.96,1374,5.59,dead,Pirelli,195/65R15,Dual Compound,Directional,1.14,8.0,No,Off-road,Rainy,55383.4,6455.5,30496.5,7.11
Hatchback,Diesel,Automatic,UK,314,346,236,5.05,45.32,1610,5.24,dead,Goodyear,225/65R17,Carbon Black,Directional,0.66,7.5,No,Smooth,Humid,60434.5,1309.5,36852.3,7.32
Hatchback,Hybrid,Manual,Japan,422,413,187,11.69,38.86,1206,6.08,driven,Continental,195/65R15,Dual Compound,Symmetric,-2.75,8.5,Yes,Off-road,Dry,43897.1,8104.8,22309.1,7.32
Sedan,Electric,Automatic,USA,275,207,168,10.89,25.98,2491,4.58,driven,Michelin,205/55R16,Silica Compound,Asymmetric,1.58,8.0,No,Off-road,Cold,67970.6,12708.2,34444.8,6.77
Sedan,Electric,Manual,India,387,386,166,11.42,25.12,2466,5.36,dead,Continental,205/55R16,Carbon Black,Directional,0.85,7.5,No,Off-road,Dry,47819.0,41032.0,4230.3,2.33
Sedan,Electric,Manual,Japan,159,148,243,11.34,54.02,1916,5.26,dead,Goodyear,245/40R18,Silica Compound,Directional,2.78,8.0,No,Smooth,Dry,49565.0,7739.8,26069.5,6.89
SUV,Electric,Manual,India,214,366,199,8.71,49.5,1320,5.8,driven,Continental,195/65R15,Carbon Black,Directional,0.52,8.0,No,Rough,Dry,59983.5,51744.8,5135.1,2.43
Truck,Electric,Automatic,Japan,101,435,245,6.11,47.39,1092,6.43,driven,Pirelli,205/55R16,Dual Compound,Asymmetric,-1.18,8.5,No,Smooth,Dry,42345.7,3672.1,24105.1,7.89
SUV,Diesel,Manual,Germany,410,570,208,9.37,20.12,2431,5.52,driven,Bridgestone,245/40R18,Carbon Black,Asymmetric,-0.71,7.5,No,Smooth,Rainy,58828.4,53336.4,3423.1,2.07
Truck,Electric,Manual,UK,304,568,253,13.58,45.21,2181,6.47,dead,Michelin,245/40R18,Carbon Black,Directional,-1.94,8.0,Yes,Smooth,Dry,67480.9,17299.0,31278.1,6.34
Truck,Petrol,Automatic,India,137,363,160,9.89,23.58,1871,5.1,driven,Pirelli,225/65R17,Carbon Black,Directional,1.34,7.5,No,Smooth,Humid,47472.7,29029.5,11495.6,3.88
Hatchback,Petrol,Automatic,Japan,172,180,241,4.11,54.1,1098,4.56,driven,Bridgestone,205/55R16,Silica Compound,Symmetric,1.25,8.5,No,Off-road,Dry,50857.2,8123.3,26635.9,7.48
Hatchback,Diesel,Automatic,UK,271,266,270,4.6,17.08,1224,4.83,dead,Michelin,195/65R15,Carbon Black,Symmetric,-1.8,8.5,No,Rough,Dry,46970.0,18320.9,17856.8,6.0
Truck,Hybrid,Automatic,India,182,293,234,13.93,29.09,1851,5.29,driven,Goodyear,205/55R16,Dual Compound,Asymmetric,-2.05,8.5,No,Smooth,Cold,64563.1,5537.4,36790.4,7.94
Truck,Petrol,Manual,USA,86,552,244,4.72,32.15,1440,5.13,dead,Continental,205/55R16,Dual Compound,Symmetric,-2.54,7.5,No,Rough,Dry,45028.2,26095.1,11800.9,4.06
SUV,Hybrid,Automatic,Japan,207,397,264,4.46,47.97,1719,4.69,driven,Michelin,195/65R15,Dual Compound,Directional,2.47,7.5,No,Off-road,Cold,50398.8,17431.8,20548.2,5.37
SUV,Diesel,Manual,USA,134,453,141,7.53,45.65,1584,5.37,driven,Goodyear,195/65R15,Carbon Black,Asymmetric,-1.6,8.0,No,Off-road,Cold,58030.7,49450.8,5347.8,2.7
Hatchback,Hybrid,Automatic,Germany,310,488,205,13.69,30.0,2424,5.18,driven,Bridgestone,225/65R17,Dual Compound,Symmetric,-0.94,7.5,No,Rough,Rainy,52136.6,9479.3,26588.1,6.36
Sedan,Hybrid,Automatic,USA,441,560,252,7.19,37.62,1063,4.75,driven,Michelin,245/40R18,Silica Compound,Asymmetric,-1.32,8.5,No,Off-road,Cold,41964.1,11749.4,18832.6,6.66
Truck,Hybrid,Automatic,USA,141,498,181,8.1,48.42,1767,5.09,driven,Goodyear,195/65R15,Dual Compound,Directional,-0.52,8.0,No,Rough,Cold,68431.6,12129.8,35092.6,6.82
SUV,Hybrid,Automatic,Japan,319,261,159,10.34,15.73,1559,6.27,dead,Bridgestone,195/65R15,Carbon Black,Symmetric,1.28,7.5,No,Smooth,Humid,50137.0,28268.4,13630.6,4.1
Hatchback,Diesel,Automatic,Germany,169,163,236,4.24,47.09,2302,5.1,dead,Pirelli,205/55R16,Dual Compound,Symmetric,2.22,8.5,No,Off-road,Humid,53369.5,5963.9,29547.7,7.74
SUV,Petrol,Automatic,USA,311,263,207,12.98,52.88,1669,5.93,driven,Continental,195/65R15,Carbon Black,Symmetric,-1.9,8.5,No,Off-road,Cold,45026.4,8526.1,22750.5,7.02
Truck,Electric,Manual,UK,312,472,214,9.19,16.28,2271,5.72,dead,Goodyear,195/65R15,Carbon Black,Directional,1.12,8.0,No,Rough,Rainy,65960.5,44753.5,13218.2,3.68
Truck,Hybrid,Automatic,India,433,452,264,8.67,16.82,1367,5.35,driven,Pirelli,205/55R16,Dual Compound,Asymmetric,-0.88,8.5,No,Off-road,Humid,48742.9,3627.2,28120.4,7.99
Coupe,Petrol,Automatic,USA,412,515,186,12.61,28.78,1743,4.98,driven,Bridgestone,205/55R16,Silica Compound,Symmetric,2.88,7.5,No,Smooth,Humid,40594.7,30168.5,6498.6,2.97
Sedan,Petrol,Automatic,Germany,371,174,144,13.53,18.51,1617,5.24,driven,Michelin,205/55R16,Silica Compound,Asymmetric,-1.21,8.5,No,Off-road,Rainy,49492.1,5163.7,27629.7,7.69
Coupe,Diesel,Automatic,USA,424,426,188,8.23,34.17,2005,5.68,driven,Continental,225/65R17,Dual Compound,Asymmetric,-2.96,8.0,No,Off-road,Dry,69521.8,40704.2,17961.8,4.19
Hatchback,Petrol,Manual,India,231,477,263,5.72,44.15,2121,5.2,driven,Bridgestone,245/40R18,Carbon Black,Asymmetric,0.09,8.5,No,Off-road,Humid,44405.3,44308.0,60.6,1.61
SUV,Diesel,Automatic,Germany,224,542,176,12.16,37.68,2291,4.93,dead,Goodyear,195/65R15,Dual Compound,Directional,-2.1,8.5,No,Rough,Cold,40936.1,7118.5,21078.3,7.27
Hatchback,Hybrid,Automatic,Japan,209,536,158,8.03,22.86,2083,4.73,dead,Continental,205/55R16,Carbon Black,Directional,-2.73,7.5,No,Smooth,Cold,57345.3,14972.1,26411.0,5.87
Truck,Hybrid,Automatic,Germany,220,280,179,13.36,41.19,1499,6.26,dead,Pirelli,205/55R16,Carbon Black,Symmetric,1.19,7.5,No,Smooth,Cold,51150.0,45954.5,3238.3,2.07
Coupe,Electric,Automatic,Japan,172,404,156,13.5,42.39,2331,5.38,dead,Continental,245/40R18,Carbon Black,Symmetric,1.39,7.5,No,Off-road,Rainy,63849.3,39987.9,14872.6,3.82
Coupe,Electric,Manual,Germany,193,444,238,5.15,52.3,2006,5.75,driven,Pirelli,225/65R17,Silica Compound,Asymmetric,-0.24,7.5,No,Off-road,Cold,61956.6,30515.6,19597.1,4.45
Coupe,Electric,Automatic,India,363,317,232,13.57,20.87,1410,5.48,dead,Bridgestone,195/65R15,Silica Compound,Asymmetric,1.06,8.5,No,Rough,Dry,45562.6,25638.3,12418.7,4.62
Hatchback,Petrol,Manual,India,222,278,181,7.68,42.69,2017,6.25,driven,Michelin,225/65R17,Dual Compound,Asymmetric,0.23,7.5,No,Smooth,Rainy,56939.0,16825.2,25002.7,5.74
Truck,Hybrid,Automatic,Germany,302,199,262,10.46,51.46,2163,5.59,driven,Continental,225/65R17,Silica Compound,Directional,0.78,8.5,No,Off-road,Humid,40973.1,35045.2,3694.8,2.59
SUV,Diesel,Manual,USA,311,150,246,4.35,35.06,2351,5.46,dead,Michelin,225/65R17,Carbon Black,Directional,0.58,7.5,No,Smooth,Rainy,53184.3,39636.6,8444.2,3.1
SUV,Electric,Manual,India,112,592,211,12.89,29.47,1463,6.35,dead,Michelin,205/55R16,Carbon Black,Symmetric,0.99,7.5,No,Off-road,Cold,61421.6,39461.3,13687.7,3.55
Hatchback,Diesel,Automatic,Japan,355,231,204,10.42,21.83,1701,5.94,driven,Continental,245/40R18,Dual Compound,Asymmetric,-1.8,7.5,No,Off-road,Rainy,52448.8,48868.7,2231.4,1.92
Coupe,Diesel,Automatic,Japan,249,165,248,10.44,49.67,1162,4.72,driven,Continental,245/40R18,Carbon Black,Asymmetric,-1.39,8.5,No,Rough,Rainy,43538.6,25170.2,11449.0,4.68
Sedan,Electric,Manual,UK,219,472,192,13.02,30.77,1059,4.86,driven,Michelin,245/40R18,Dual Compound,Directional,-0.36,7.5,No,Smooth,Rainy,41846.0,21420.0,12731.4,4.33
Hatchback,Hybrid,Manual,Japan,436,324,274,9.08,52.0,2054,6.07,dead,Goodyear,225/65R17,Dual Compound,Symmetric,-0.32,8.5,No,Smooth,Rainy,65609.8,64015.0,994.0,1.79
Hatchback,Electric,Automatic,UK,280,171,272,8.11,48.91,1332,6.17,driven,Goodyear,195/65R15,Carbon Black,Asymmetric,1.65,7.5,Yes,Off-road,Dry,66739.8,13749.3,33028.7,6.22
Truck,Diesel,Manual,Germany,102,257,163,12.66,30.07,1075,5.59,driven,Continental,225/65R17,Silica Compound,Asymmetric,-0.8,7.5,No,Off-road,Rainy,50292.8,7140.0,26896.9,6.65
SUV,Electric,Manual,Germany,303,591,167,11.42,37.96,1316,5.61,driven,Michelin,245/40R18,Carbon Black,Symmetric,-2.02,8.0,No,Rough,Cold,44925.2,7290.6,23457.4,6.95
Hatchback,Diesel,Manual,Germany,447,193,201,13.49,16.09,2440,5.76,driven,Michelin,205/55R16,Carbon Black,Asymmetric,-1.49,7.5,No,Off-road,Humid,69358.5,68626.2,456.4,1.56
Hatchback,Diesel,Automatic,USA,349,160,156,13.4,25.53,1189,5.38,dead,Bridgestone,225/65R17,Dual Compound,Directional,-1.71,8.5,Yes,Smooth,Dry,56375.9,36771.2,12219.5,4.12
Coupe,Electric,Manual,USA,426,598,159,7.82,43.41,2338,5.86,dead,Michelin,205/55R16,Silica Compound,Symmetric,1.39,8.0,No,Rough,Rainy,54299.7,16611.5,23490.8,6.02
Coupe,Petrol,Manual,UK,232,196,142,8.47,42.12,1295,4.72,driven,Goodyear,245/40R18,Dual Compound,Asymmetric,-0.18,8.5,No,Smooth,Humid,62248.2,15498.4,29138.9,6.66
Sedan,Electric,Manual,Japan,412,506,190,6.56,29.13,1500,6.42,dead,Bridgestone,225/65R17,Carbon Black,Asymmetric,1.25,8.5,No,Rough,Dry,45066.1,2552.5,26498.5,8.24
Truck,Petrol,Automatic,Japan,164,306,275,10.61,47.34,1176,6.0,driven,Goodyear,205/55R16,Dual Compound,Directional,-0.5,8.0,No,Smooth,Cold,57399.7,7573.7,31056.3,7.2
Sedan,Diesel,Automatic,Germany,188,489,142,7.65,24.43,1799,5.76,dead,Pirelli,225/65R17,Dual Compound,Directional,2.34,7.5,No,Off-road,Cold,66704.9,60579.5,3817.9,1.92
Coupe,Diesel,Manual,India,110,171,212,11.86,33.45,1805,5.13,dead,Continental,245/40R18,Carbon Black,Directional,2.9,8.0,No,Smooth,Humid,40692.1,30410.8,6408.2,3.2
SUV,Petrol,Automatic,USA,308,537,244,5.22,33.9,1859,4.82,dead,Pirelli,195/65R15,Dual Compound,Asymmetric,1.02,8.5,No,Smooth,Rainy,60188.2,56670.8,2192.4,2.18
Coupe,Diesel,Manual,USA,319,552,257,5.16,28.63,1214,5.32,dead,Continental,245/40R18,Carbon Black,Asymmetric,2.18,7.5,No,Rough,Humid,56542.7,23958.9,20309.3,4.87
Truck,Petrol,Automatic,Germany,442,531,173,6.04,53.19,1652,5.82,driven,Goodyear,195/65R15,Dual Compound,Asymmetric,0.05,8.0,No,Smooth,Dry,68524.0,41199.2,17031.4,4.24
Coupe,Petrol,Automatic,USA,389,586,276,4.84,42.87,1596,5.77,driven,Goodyear,195/65R15,Silica Compound,Symmetric,2.61,8.5,No,Off-road,Humid,47761.0,23100.6,15370.7,5.11
Truck,Diesel,Manual,Germany,220,206,201,10.2,36.57,2355,5.27,driven,Pirelli,245/40R18,Carbon Black,Directional,1.99,7.5,No,Rough,Humid,65766.7,57965.9,4862.3,2.25
Truck,Hybrid,Automatic,UK,235,228,259,5.47,35.42,1127,5.73,dead,Continental,205/55R16,Silica Compound,Symmetric,2.95,8.5,No,Rough,Rainy,49269.6,48845.0,264.7,1.5
Truck,Petrol,Automatic,Japan,378,599,254,5.6,21.37,2292,6.13,dead,Continental,225/65R17,Dual Compound,Directional,0.74,7.5,No,Smooth,Cold,52895.9,49340.0,2216.4,2.0
Truck,Electric,Automatic,India,424,516,152,4.14,29.89,1550,4.55,driven,Bridgestone,225/65R17,Silica Compound,Asymmetric,1.68,7.5,No,Rough,Rainy,46398.6,27749.0,11624.2,3.72
Truck,Electric,Manual,Japan,178,344,208,11.82,41.91,2389,5.4,dead,Michelin,225/65R17,Silica Compound,Symmetric,0.26,8.0,No,Off-road,Cold,65907.7,4073.2,38541.1,7.72
SUV,Diesel,Automatic,Japan,126,367,216,12.12,51.98,1618,6.02,dead,Bridgestone,195/65R15,Silica Compound,Symmetric,-1.45,7.5,Yes,Smooth,Rainy,45862.3,28321.2,10933.3,3.68
Sedan,Hybrid,Automatic,UK,406,188,140,5.62,47.66,1347,5.59,driven,Goodyear,195/65R15,Dual Compound,Directional,-0.87,8.5,No,Off-road,Cold,65770.4,6382.8,37016.0,8.03
Hatchback,Diesel,Manual,USA,146,239,228,11.4,27.02,1141,5.8,dead,Pirelli,245/40R18,Carbon Black,Symmetric,2.36,7.5,No,Smooth,Rainy,53668.4,7450.3,28807.5,6.68
Sedan,Hybrid,Automatic,India,141,186,186,8.34,32.36,2168,5.53,driven,Continental,205/55R16,Dual Compound,Symmetric,-2.66,8.5,No,Smooth,Cold,65052.6,12447.5,32788.5,7.3
Truck,Petrol,Automatic,USA,188,180,143,6.4,18.32,1791,6.48,dead,Bridgestone,245/40R18,Dual Compound,Asymmetric,0.55,7.5,No,Rough,Cold,47934.7,17423.9,19017.2,5.3
SUV,Petrol,Automatic,Japan,246,563,149,10.21,19.09,1244,4.61,driven,Pirelli,245/40R18,Dual Compound,Directional,-0.77,7.5,No,Rough,Cold,43981.9,26027.9,11190.6,3.8
Coupe,Petrol,Automatic,Germany,116,446,167,5.78,33.81,2465,5.48,dead,Pirelli,205/55R16,Carbon Black,Symmetric,-0.68,8.0,No,Rough,Cold,56648.8,18895.4,23531.5,5.77
SUV,Petrol,Automatic,Japan,198,527,260,11.57,36.21,1702,4.68,dead,Michelin,195/65R15,Dual Compound,Asymmetric,2.31,7.5,No,Smooth,Rainy,55283.1,25002.7,18873.6,4.83
Truck,Electric,Manual,USA,165,310,265,4.48,25.56,2313,4.82,dead,Continental,245/40R18,Dual Compound,Symmetric,2.12,7.5,No,Rough,Dry,50698.2,2397.5,30105.6,7.5
SUV,Electric,Manual,Japan,131,589,273,13.59,40.71,2135,5.27,dead,Pirelli,245/40R18,Carbon Black,Asymmetric,0.59,8.5,No,Off-road,Cold,59884.6,37114.0,14192.8,4.43
SUV,Diesel,Automatic,Germany,170,308,279,4.72,43.14,1213,4.81,dead,Continental,195/65R15,Carbon Black,Symmetric,-1.36,8.5,No,Rough,Cold,42854.3,28156.6,9161.0,4.04
